,Text,Offensive
11852,Ya we need to come out from religious thought and think about imposed things which are not either for environment and nor for the human kind...social and religious reform is necessary...,CAG
11853,"I am upset when see the news, because sunu nigam is famous singer .By the way l want that he will be carefully speak in other religious.",OAG
11854,"Sure, 

MADHYA PRADESH VOTING MACHINES  is the example for the GUJRAT ELECTION. 

Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha , Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha,Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha , Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha,Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha , Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha, Hahaha,",NAG
11855,"If we ask people to boycott Chinese Products, then we must first make cheapest possible products available in India to forcefully letting them boycott Chinese Products...",NAG
11856,all the information about both olympic medal holder are wrong.... It is more than 30cr for P V Sindhu n Sakshi......... i).5crore from telengana. ii)Bmw from Sachin Tendulkar. iii)Indian Railway 60 lakh. iv)Odisha government 75 lakh. V) Being human 1 lakh Vi)Andhra govt 3 crore. vii)Dehli govt 2cr. viii) Indian olymic 30 lakh. ix) Nita ambani 50 lakh n car.... and much more from all state govt of India..... so its more than 30 cr....,NAG
11857,Rajan is power full persio.But govt.no second term desion. swami is not good rajia sabha member.,CAG
11858,Afg shd be ready to pay for cost of Indian friendship,CAG
11859,"Yes, India is crying for an Olympic medal . In fact, we have become undignified in the comity of sovereign nations. Priding ourselves as the largest  
Democracy in the world. Soldier's is different one and genuine of course. Raise the issue separately. It will be like pulling each other's leg. If anyone jealous may become sportsman not soldier.",NAG
11860,I support Sonu.,CAG
11861,There is a widespread misconception that working mothers are working for becoming a CEO.... It's nt the case they are struggling to meet the ends so that thier kid also have the best in live.... While at office all mothers think about thier kids what they ate what they doing ....  Feeling of mother dosent change with stay at mom or working ... Mother is mother always... And no one is superior over other... It's the circumstances that makes make somr one stay at mom or other working sooo ita purely individual opinion .... If ur daughter works when she grows up and handles family will anyone still give gyan... So let mothers decide what is best rather than stereotyping,CAG
11862,Google CEO is talking about extending connectivity. Fiber laying companies like sterile technology and Aksh Opti Fiber could be beneficiary,NAG
11863,"Message to Opposition Leaders in Indian Politics, Rahul, Akhilesh, Mamtaji, Mayawatiji, Laluji, Nitish Kumarji, Manmohan Singhji and Owaisi change your strategy of politics in India only politics of Hatred & Intolerance, Apartheid, Racism, Discrimination, Fake Encounter, Mob-Violence, ISI Agency, Demonetization Money Laundering, Tripple Talaq, Cow Vigilantes, Ram Mandir and EVM tampering works can you manage your self n your party members in expertise in all these fields than only you can survive or just take rest #Wanvas from politics because people of India deserves these type of Administration",CAG
11864,Swollen cheeks...he should retire or pack up and find a tolerant country elsewhere.,CAG
11865,Even pattewala of Kejriwal will be better than Kejriwal. Look how many times Kejriwal has regretted his decision. Thank god he did not become surgeon or pilot.,CAG
11866,"Brace yourself ""innocent"" terrorists are coming to defend their deeds like they did for kargil in initial stages.",OAG
11867,Election commision fail,CAG
11868,What is the view for the next few months in small cap index?,NAG
11869,Fully agree. Many kill their skill just coz of the satisfaction of monthly credit to bank accs.,NAG
11870,Yess thats we want...come on pick Rahul Baba as a challenger in 19 😂😂😂😂,CAG
11871,"Kanhai, and you posted a comment based on what research and information?",NAG
11872,"Yes, I did. I told you we should have pursued this. It was a cool idea.",NAG
11873,This is fucking 3 years old video from Mexico.wake up you idiots,OAG
11874,"also the hate created by BJP,  and RSS has to be cleared.",OAG
11875,"Vinod Gupta Can u read properly? The BJP targets muslim boys for no reason, false accusations! We don't need gundas to thrash innocent boys on false accusations.",OAG
11876,indian space mission to find water in the planet earth ----> dum dum give me gum gum -cnbc tv 18,CAG
11877,Govt should take action on it. What doing Govt. is.......,OAG
11878,"Problem will solve wait, this is a biggest issue, once we have suffer",CAG
11879,Nothing good happen till constitution come to the under educated people.,NAG
11880,Prachee that video 😂,NAG
11881,The announcement comes after an expert committee recently pointed out the damage to the Yamuna floodplains.,NAG
11882,Govt is doing the right thing and I am with the government,NAG
11883,Puppies should be left alone? ?😠,CAG
11884,"Blady pofk, brainless pig is more better then this fatty",CAG
11885,even tahir sons strikerate is greater than dhoni.///haha,CAG
11886,Mr vinit Sharma .. do you really know what you are commenting?,CAG
11887,Nothing new about it British had many middle East lands under it's control everyone knows tht,NAG
11888,ahmed keep ur mouth shut n no one asking u . who r u to ask us about proof of dawood Ibrahim. we know he is in pakisten that is the proof we know.,OAG
11889,Sir please now work towards reservation.It is a big demon in our country,CAG
11890,"--HDFC profit------>investors --->buy your mansion, private jet,horses, vacation homes, a 170-foot yacht our keki mistry have revealed the history--dividenends payed for performing assets and non performing assets -not revealed -mystry?",NAG
11891,Removong of Red light on car does not mean that V.I .P.culture is finished .  Mentality  of   V.I.P. culture should be discourahed,CAG
11892,Indian police?? BC are u BBC or CNN?,NAG
11893,not a single thing isn't political,OAG
11894,Someone tell her navratri happens for only 9 days a year not 1825 times a year..,CAG
11895,Not agree with Anna. Now why not any movement for lokpal.kya ye bhee modi bhakt ho gaye hai ?,CAG
11896,All you do is nothing and then crib.,CAG
11897,"Enflied got its own fan following but anything new should also be welcomed and tested , after all change is always good .",NAG
11898,Pakistan respect and pay honour to ourneighbors.. Can't even think to insult or mutiliat any person.. There's hidden enemy who is busy in such type of barbaric activities.. Our defense minister Khawaja Asif category denied on this horrible incident.. Indian should believe we Pakistani r peace loving nation. and want good relationship with our neighbors. Be friend. Hate revenge  war is not the solution.. Negotiation. Dialogue is the best solution..,NAG
11899,That's what happens When a country is lead by a visionary and not remote controlled leader.,NAG
11900,Your anchor sonia shenoy always make negative comment about market,NAG
